date,country_id,product,txn_amount_local,fee_bps,cost_bps,topup_fee_fixed,channel
2025-06-01,PER,TopUp,49.25,0,0,1,App
2025-06-09,PER,Card,1610.49,111,29,0,App
2025-06-08,PER,Card,532.7,88,32,0,POS
2025-06-06,PER,Card,1885.18,108,39,0,Web
2025-06-16,PER,Card,1375.45,87,28,0,App
2025-06-13,PER,TopUp,23.16,0,0,2,App
2025-06-09,PER,P2P,745.72,12,10,0,App
2025-06-06,PER,Card,1507.93,122,28,0,App
2025-06-05,PER,P2P,337.52,16,8,0,App
2025-06-06,PER,P2P,904.0,23,9,0,Web
2025-06-24,PER,TopUp,34.27,0,0,2,App
2025-06-02,PER,TopUp,37.32,0,0,1,App
2025-06-08,PER,QR,343.65,43,25,0,App
2025-06-04,PER,Card,929.45,149,26,0,Web
2025-06-13,PER,P2P,461.42,26,9,0,App
2025-06-20,PER,P2P,361.44,18,7,0,QR
2025-06-24,PER,QR,63.86,47,18,0,App
2025-06-17,PER,Card,1231.61,81,34,0,App
2025-06-01,PER,Card,866.6,131,31,0,API
2025-06-10,PER,Card,1667.04,100,27,0,App
2025-06-26,PER,TopUp,19.75,0,0,2,POS
2025-06-09,PER,Card,525.3,137,20,0,QR
2025-06-15,PER,P2P,522.51,30,12,0,App
2025-06-09,PER,Card,962.7,106,20,0,App
2025-06-01,PER,P2P,454.26,30,14,0,Web
2025-06-21,PER,TopUp,44.78,0,0,2,App
2025-06-10,PER,TopUp,10.4,0,0,2,App
2025-06-03,PER,Card,478.93,99,24,0,App
2025-06-01,PER,P2P,767.51,20,15,0,App
2025-06-22,PER,Card,608.33,95,37,0,Referral
2025-06-23,PER,Card,810.48,84,36,0,Web
2025-06-18,PER,QR,457.72,74,23,0,App
2025-06-28,PER,QR,280.65,59,20,0,App
2025-06-15,PER,Card,1974.2,137,28,0,Web
2025-06-03,PER,TopUp,11.5,0,0,1,App
2025-06-19,PER,QR,403.84,76,17,0,App
2025-06-11,PER,QR,342.51,83,22,0,App
2025-06-03,PER,Card,1756.2,121,39,0,Web
2025-06-13,PER,TopUp,19.01,0,0,1,App
2025-06-08,PER,Card,1846.95,97,29,0,App
2025-06-09,PER,QR,482.38,62,16,0,App
2025-06-04,PER,QR,352.17,58,21,0,Web
2025-06-28,PER,Loan,92688.83,635,98,0,App
2025-06-02,PER,QR,326.83,75,17,0,QR
2025-06-19,PER,Card,291.01,98,35,0,App
2025-06-26,PER,TopUp,8.28,0,0,2,QR
2025-06-13,PER,TopUp,38.1,0,0,1,App
2025-06-17,PER,Card,1930.51,90,25,0,App
2025-06-11,PER,QR,432.61,75,28,0,App
2025-06-19,PER,Card,1123.22,111,30,0,Web
2025-06-24,PER,Card,1006.47,140,40,0,Web
2025-06-01,PER,P2P,151.55,21,8,0,App
2025-06-25,PER,Card,1698.04,128,21,0,App
2025-06-14,PER,Card,1922.51,85,37,0,App
2025-06-09,PER,Card,1059.5,83,27,0,Web
2025-06-02,PER,Loan,12149.08,640,99,0,QR
2025-06-28,PER,Card,381.14,104,27,0,App
2025-06-06,PER,Card,665.19,128,38,0,Web
2025-06-05,PER,Card,1073.31,103,31,0,App
2025-06-27,PER,Card,1891.91,129,29,0,Web
2025-06-27,PER,QR,281.45,45,22,0,App
2025-06-12,PER,QR,218.3,84,22,0,App
2025-06-16,PER,Card,1778.46,123,39,0,App
2025-06-23,PER,Card,938.79,89,39,0,App
2025-06-11,PER,QR,89.77,72,23,0,App
2025-06-08,PER,TopUp,35.44,0,0,1,App
2025-06-02,PER,Card,1281.75,119,21,0,App
2025-06-06,PER,Card,1982.99,135,32,0,Web
2025-06-12,PER,Card,1582.88,130,24,0,App
2025-06-05,PER,P2P,600.82,16,8,0,App
2025-06-25,PER,QR,164.71,83,15,0,App
2025-06-13,PER,Card,542.67,84,39,0,App
2025-06-24,PER,Card,1755.69,86,28,0,App
2025-06-01,PER,TopUp,9.59,0,0,2,App
2025-06-16,PER,QR,421.85,60,26,0,QR
2025-06-23,PER,Card,1295.74,121,32,0,QR
2025-06-23,PER,Card,426.0,97,30,0,App
2025-06-08,PER,QR,341.47,78,25,0,App
2025-06-01,PER,TopUp,15.9,0,0,1,POS
2025-06-01,PER,P2P,212.31,14,6,0,App
2025-06-16,PER,QR,125.86,63,19,0,App
2025-06-20,PER,P2P,679.35,16,14,0,App
2025-06-23,PER,TopUp,45.56,0,0,2,App
2025-06-02,PER,TopUp,17.63,0,0,2,Web
2025-06-28,PER,Card,581.95,122,35,0,Web
2025-06-12,PER,Card,502.64,123,32,0,App
2025-06-02,PER,Card,1316.76,112,33,0,App
2025-06-15,PER,Card,240.98,81,36,0,QR
2025-06-22,PER,P2P,528.17,19,14,0,QR
2025-06-04,PER,Card,1915.62,141,22,0,App
2025-06-26,PER,TopUp,34.86,0,0,2,App
2025-06-10,PER,Card,1529.37,101,32,0,App
2025-06-15,PER,Card,1732.12,148,38,0,App
2025-06-23,PER,P2P,220.47,21,14,0,App
2025-06-12,PER,Card,208.85,150,37,0,App
2025-06-19,PER,TopUp,41.65,0,0,1,App
2025-06-26,PER,QR,481.79,76,26,0,App
2025-06-16,PER,QR,357.22,51,29,0,App
2025-06-26,PER,TopUp,8.27,0,0,1,App
2025-06-07,PER,Card,343.42,127,21,0,App
2025-06-11,PER,Card,1525.82,133,33,0,POS
2025-06-21,PER,TopUp,17.45,0,0,2,Web
2025-06-15,PER,QR,316.83,65,22,0,App
2025-06-07,PER,Card,841.01,111,22,0,QR
2025-06-25,PER,P2P,696.62,16,10,0,App
2025-06-19,PER,P2P,346.5,25,9,0,App
2025-06-04,PER,QR,286.52,43,25,0,QR
2025-06-15,PER,Card,1920.07,111,37,0,App
2025-06-08,PER,QR,433.0,54,23,0,App
2025-06-02,PER,Card,1744.44,87,38,0,App
2025-06-18,PER,Loan,12091.7,564,140,0,QR
2025-06-09,PER,QR,103.94,64,20,0,App
2025-06-28,PER,P2P,622.36,30,7,0,App
2025-06-01,PER,QR,339.38,55,16,0,Web
2025-06-11,PER,QR,442.25,58,21,0,App
2025-06-21,PER,QR,132.17,61,21,0,App
2025-06-08,PER,Card,1527.06,94,39,0,App
2025-06-18,PER,TopUp,43.03,0,0,2,App
2025-06-20,PER,P2P,205.9,20,9,0,App
2025-06-20,PER,QR,101.66,67,25,0,QR
2025-06-27,PER,Card,1182.8,101,22,0,App
2025-06-24,PER,P2P,872.51,27,5,0,App
2025-06-08,PER,P2P,431.37,30,13,0,App
2025-06-18,PER,Card,957.95,100,25,0,App
2025-06-03,PER,Card,1307.75,129,31,0,App
2025-06-04,PER,Card,307.5,117,22,0,POS
2025-06-18,PER,Card,1488.93,107,21,0,QR
2025-06-07,PER,QR,437.61,84,26,0,Web
2025-06-14,PER,Card,1396.32,146,21,0,Web
2025-06-02,PER,P2P,418.07,23,10,0,Web
2025-06-06,PER,QR,499.04,52,26,0,Web
2025-06-03,PER,QR,324.08,72,18,0,App
2025-06-18,PER,Card,1185.39,115,23,0,App
2025-06-02,PER,Card,1565.12,134,25,0,Web
2025-06-27,PER,Card,503.33,117,21,0,App
2025-06-14,PER,TopUp,46.54,0,0,1,App
2025-06-27,PER,P2P,285.47,26,13,0,App
2025-06-27,PER,Card,1051.43,128,21,0,App
2025-06-23,PER,TopUp,16.14,0,0,2,Web
2025-06-28,PER,P2P,819.17,19,13,0,Web
2025-06-26,PER,QR,435.75,88,29,0,App
2025-06-18,PER,TopUp,10.04,0,0,2,App
2025-06-10,PER,TopUp,36.64,0,0,1,QR
2025-06-27,PER,Card,1456.16,80,27,0,App
2025-06-27,PER,Loan,98309.78,652,80,0,App
2025-06-21,PER,P2P,489.9,14,6,0,App
2025-06-09,PER,Card,679.57,125,25,0,App
2025-06-23,PER,Card,389.04,101,35,0,App
2025-06-06,PER,TopUp,6.42,0,0,1,Web
2025-06-09,PER,P2P,956.94,13,9,0,QR
2025-06-28,PER,Card,1357.81,143,24,0,App
2025-06-05,PER,Card,1528.04,80,34,0,QR
2025-06-13,PER,Loan,74070.94,609,130,0,App
2025-06-18,PER,QR,409.61,83,15,0,App
2025-06-06,PER,P2P,912.14,15,8,0,App
2025-06-19,PER,Card,1661.98,100,36,0,App
2025-06-05,PER,Card,1134.94,129,25,0,Web
2025-06-05,PER,P2P,883.34,18,15,0,QR
2025-06-28,PER,TopUp,12.19,0,0,1,App
2025-06-26,PER,TopUp,21.19,0,0,1,App
2025-06-14,PER,Card,1574.37,127,33,0,Web
2025-06-04,PER,Card,713.19,134,27,0,QR
2025-06-07,PER,QR,492.16,69,19,0,App
2025-06-27,PER,TopUp,24.44,0,0,2,App
2025-06-04,PER,Card,1520.49,90,22,0,Web
2025-06-07,PER,TopUp,19.11,0,0,1,Web
2025-06-05,PER,Card,249.32,135,28,0,App
2025-06-24,PER,Card,1221.82,122,25,0,App
2025-06-17,PER,P2P,994.37,16,5,0,App
2025-06-28,PER,Card,1529.38,117,36,0,App
2025-06-03,PER,Card,1463.4,131,26,0,App
2025-06-07,PER,Card,466.8,86,30,0,App
2025-06-01,PER,P2P,403.25,14,8,0,App
2025-06-28,PER,P2P,533.45,21,7,0,QR
2025-06-01,PER,TopUp,6.41,0,0,2,App
2025-06-11,PER,TopUp,22.81,0,0,2,App
2025-06-02,PER,QR,208.6,80,25,0,App
2025-06-21,PER,TopUp,41.39,0,0,1,App
2025-06-21,PER,Card,1243.54,111,34,0,App
2025-06-21,PER,Loan,37954.56,639,137,0,App
2025-06-25,PER,Card,1100.09,146,32,0,App
2025-06-19,PER,Card,1595.87,123,30,0,App
2025-06-24,PER,TopUp,28.67,0,0,2,Web
2025-06-27,PER,QR,289.32,50,15,0,App
2025-06-16,PER,Card,327.1,83,23,0,Web
2025-06-17,PER,Card,1214.52,121,24,0,App
2025-06-13,PER,P2P,379.41,21,12,0,Web
2025-06-05,PER,QR,258.57,74,24,0,App
2025-06-13,PER,Card,1292.96,139,27,0,App
2025-06-07,PER,P2P,695.23,19,14,0,App
2025-06-21,PER,TopUp,24.99,0,0,1,App
2025-06-16,PER,P2P,380.81,14,5,0,QR
2025-06-20,PER,P2P,587.71,16,6,0,App
2025-06-18,PER,Loan,13586.27,890,117,0,App
2025-06-26,PER,Card,1750.3,138,20,0,Web
2025-06-13,PER,Card,1040.63,82,29,0,App
2025-06-17,PER,P2P,672.72,12,8,0,App
2025-06-24,PER,Card,819.49,96,28,0,App
2025-06-25,PER,P2P,330.98,16,12,0,Web
2025-06-12,PER,QR,95.87,61,20,0,App
2025-06-17,PER,QR,166.68,75,20,0,App
2025-06-17,PER,TopUp,44.58,0,0,1,QR
2025-06-06,PER,Card,939.76,83,33,0,App
2025-06-12,PER,Card,329.5,108,21,0,App
2025-06-21,PER,QR,174.81,73,19,0,App
2025-06-21,PER,TopUp,41.51,0,0,1,App
2025-06-16,PER,Card,907.56,114,23,0,Web
2025-06-12,PER,Card,649.12,101,31,0,Web
2025-06-06,PER,P2P,893.11,15,9,0,App
2025-06-08,PER,P2P,957.0,13,6,0,Web
2025-06-11,PER,QR,418.73,72,25,0,API
2025-06-01,PER,Card,1045.88,98,22,0,App
2025-06-23,PER,QR,417.26,63,16,0,App
2025-06-07,PER,Card,1092.88,142,38,0,App
2025-06-03,PER,Loan,81228.39,766,89,0,QR
2025-06-11,PER,QR,441.29,87,16,0,App
2025-06-03,PER,P2P,805.96,12,6,0,Referral
2025-06-28,PER,TopUp,38.37,0,0,1,App
2025-06-25,PER,Card,628.41,104,30,0,App
2025-06-16,PER,P2P,688.01,10,9,0,App
2025-06-26,PER,Loan,44702.48,986,116,0,App
2025-06-09,PER,TopUp,10.01,0,0,2,Web
2025-06-25,PER,Card,820.03,118,38,0,App
2025-06-06,PER,Card,588.83,115,28,0,App
2025-06-16,PER,Card,1717.82,124,23,0,Web
2025-06-12,PER,Loan,92163.03,517,122,0,Referral
2025-06-17,PER,QR,409.21,41,23,0,App
2025-06-21,PER,Card,772.6,113,21,0,Referral
2025-06-04,PER,Card,1327.12,121,31,0,App
2025-06-26,PER,QR,476.4,72,29,0,Web
2025-06-08,PER,QR,430.96,90,24,0,Referral
2025-06-24,PER,Card,1789.3,123,33,0,App
2025-06-03,PER,P2P,894.77,27,7,0,App
2025-06-12,PER,Card,878.91,92,31,0,App
2025-06-18,PER,Card,1982.14,128,36,0,App
2025-06-10,PER,QR,377.89,55,28,0,App
2025-06-12,PER,Loan,99519.04,756,131,0,App
2025-06-09,PER,QR,87.44,62,24,0,Web
2025-06-09,PER,Loan,61701.21,561,140,0,App
2025-06-05,PER,QR,385.43,82,17,0,App
2025-06-13,PER,P2P,950.46,16,15,0,App
2025-06-20,PER,Card,802.8,86,25,0,App
2025-06-22,PER,Card,558.65,85,20,0,App
2025-06-10,PER,Card,1745.15,109,37,0,App
2025-06-04,PER,QR,360.27,63,22,0,Web
2025-06-18,PER,Card,867.94,119,22,0,App
2025-06-28,PER,P2P,265.86,10,5,0,App
2025-06-26,PER,Card,1958.1,97,23,0,App
2025-06-19,PER,P2P,375.04,28,15,0,App
2025-06-16,PER,Card,650.68,120,28,0,App
2025-06-24,PER,Card,769.46,131,34,0,App
2025-06-22,PER,Card,1595.32,86,32,0,App
2025-06-25,PER,P2P,658.15,17,9,0,App
2025-06-12,PER,Card,495.89,142,21,0,App
2025-06-12,PER,Card,269.64,138,22,0,Web
2025-06-01,PER,Card,526.1,119,37,0,App
2025-06-05,PER,QR,404.04,80,20,0,App
2025-06-07,PER,TopUp,36.7,0,0,1,Web
2025-06-07,PER,P2P,862.31,21,13,0,App
2025-06-26,PER,P2P,903.31,10,10,0,Web
2025-06-28,PER,Card,266.34,149,35,0,App
2025-06-17,PER,TopUp,17.07,0,0,2,App
2025-06-22,PER,QR,301.55,49,27,0,Web
2025-06-28,PER,Loan,35443.02,988,82,0,App
2025-06-05,PER,Card,1917.05,104,31,0,App
2025-06-26,PER,QR,381.49,66,17,0,App
2025-06-25,PER,TopUp,40.39,0,0,2,App
2025-06-19,PER,Card,295.79,149,33,0,App
2025-06-03,PER,Card,562.7,84,27,0,App
2025-06-25,PER,P2P,242.98,18,9,0,App
2025-06-05,PER,TopUp,6.64,0,0,1,App
2025-06-26,PER,Card,255.34,142,28,0,Web
2025-06-13,PER,TopUp,26.85,0,0,2,QR
2025-06-08,PER,QR,319.56,67,27,0,QR
2025-06-01,PER,Card,1036.89,112,32,0,QR
2025-06-10,PER,TopUp,20.68,0,0,2,App
2025-06-18,PER,TopUp,34.66,0,0,2,App
2025-06-11,PER,Card,1735.56,99,33,0,App
2025-06-26,PER,Card,360.55,97,40,0,QR
2025-06-12,PER,QR,50.36,85,28,0,App
2025-06-13,PER,QR,479.25,73,27,0,App
2025-06-16,PER,Card,363.17,142,37,0,App
2025-06-02,PER,P2P,739.28,24,9,0,App
2025-06-04,PER,P2P,439.91,11,8,0,Web
2025-06-18,PER,Card,1954.24,102,27,0,App
2025-06-24,PER,P2P,647.83,16,8,0,Web
2025-06-16,PER,TopUp,49.17,0,0,1,App
2025-06-26,PER,Card,894.31,126,27,0,App
2025-06-11,PER,Loan,57365.3,505,122,0,Web
2025-06-03,PER,P2P,915.43,24,14,0,App
2025-06-17,PER,QR,115.9,40,18,0,App
2025-06-26,PER,Loan,74406.91,660,125,0,App
2025-06-05,PER,TopUp,40.31,0,0,2,App
2025-06-08,PER,Card,700.89,115,32,0,App
2025-06-24,PER,P2P,889.13,27,6,0,App
2025-06-11,PER,P2P,341.85,24,15,0,Web
2025-06-15,PER,Loan,34057.31,547,102,0,Web
2025-06-03,PER,Loan,62263.36,668,96,0,App
2025-06-10,PER,Card,1048.26,90,38,0,App
2025-06-27,PER,P2P,732.29,17,8,0,App
2025-06-09,PER,Loan,20771.39,518,138,0,App
2025-06-06,PER,Card,1733.79,140,27,0,App
2025-06-27,PER,Card,1927.1,150,26,0,QR
2025-06-12,PER,Card,1301.31,101,25,0,App
2025-06-09,PER,TopUp,37.76,0,0,2,POS
2025-06-14,PER,QR,343.99,77,23,0,Web
2025-06-21,PER,QR,135.59,79,26,0,App
2025-06-08,PER,Card,1567.4,139,22,0,QR
2025-06-14,PER,QR,181.76,88,26,0,App
2025-06-22,PER,QR,269.54,58,19,0,Web
2025-06-17,PER,TopUp,19.65,0,0,2,App
2025-06-17,PER,Card,1970.37,149,29,0,API
2025-06-07,PER,P2P,481.16,21,13,0,App
2025-06-13,PER,P2P,723.76,30,8,0,Web
2025-06-02,PER,Card,1699.58,96,38,0,App
2025-06-08,PER,P2P,427.32,13,14,0,App
2025-06-20,PER,P2P,533.07,14,8,0,QR
2025-06-06,PER,Card,407.29,129,30,0,POS
2025-06-04,PER,Card,1961.53,148,34,0,App
2025-06-21,PER,TopUp,28.03,0,0,1,App
2025-06-21,PER,P2P,189.26,17,6,0,App
2025-06-11,PER,Card,1759.96,89,28,0,Web
2025-06-16,PER,Card,1618.66,105,31,0,POS
2025-06-22,PER,Card,407.2,117,33,0,App
2025-06-20,PER,Card,802.81,122,27,0,QR
2025-06-01,PER,Card,929.33,107,23,0,Web
2025-06-22,PER,Card,266.65,140,23,0,Web
2025-06-10,PER,P2P,332.5,28,13,0,App
2025-06-01,PER,Card,557.52,128,22,0,Web
2025-06-06,PER,TopUp,18.29,0,0,1,QR
2025-06-24,PER,Card,957.9,120,29,0,App
2025-06-14,PER,Card,1051.48,92,28,0,App
2025-06-09,PER,P2P,462.62,25,5,0,App
2025-06-07,PER,Card,979.39,101,24,0,App
2025-06-04,PER,Card,1523.81,109,28,0,App
2025-06-12,PER,QR,309.56,52,27,0,App
2025-06-27,PER,Card,749.89,90,32,0,App
2025-06-10,PER,Card,850.51,135,29,0,App
2025-06-25,PER,Card,887.15,138,38,0,App
2025-06-16,PER,P2P,505.18,27,6,0,App
2025-06-05,PER,Card,218.92,110,30,0,App
2025-06-12,PER,TopUp,16.7,0,0,1,Web
2025-06-14,PER,QR,299.72,62,20,0,App
2025-06-20,PER,Card,1736.89,147,40,0,App
2025-06-20,PER,TopUp,7.99,0,0,2,Web
2025-06-21,PER,Card,869.46,88,34,0,QR
2025-06-20,PER,P2P,599.95,16,15,0,App
2025-06-28,PER,QR,241.24,70,21,0,App
2025-06-22,PER,Card,1963.63,121,20,0,App
2025-06-10,PER,P2P,436.96,22,15,0,App
2025-06-05,PER,QR,322.24,53,18,0,App
2025-06-03,PER,P2P,453.44,22,6,0,App
2025-06-02,PER,P2P,592.48,12,11,0,App
2025-06-25,PER,TopUp,25.95,0,0,1,App
2025-06-19,PER,QR,81.7,54,21,0,QR
2025-06-13,PER,P2P,385.19,29,13,0,App
2025-06-15,PER,P2P,518.03,23,12,0,App
2025-06-27,PER,P2P,538.36,16,15,0,App
2025-06-02,PER,Loan,78765.19,864,113,0,App
2025-06-11,PER,Card,1558.37,141,31,0,App
2025-06-16,PER,Card,1787.6,95,29,0,App
2025-06-06,PER,P2P,226.09,13,15,0,QR
2025-06-11,PER,QR,410.18,90,23,0,App
2025-06-17,PER,Card,526.84,80,26,0,Web
2025-06-21,PER,TopUp,8.73,0,0,1,App
2025-06-20,PER,TopUp,23.27,0,0,2,App
2025-06-03,PER,Card,1018.48,89,28,0,App
2025-06-07,PER,Loan,78524.64,855,108,0,Web
2025-06-24,PER,Card,489.33,114,37,0,App
2025-06-17,PER,P2P,637.01,11,15,0,App
2025-06-05,PER,QR,311.57,69,26,0,App
2025-06-19,PER,Loan,76373.52,629,112,0,App
2025-06-20,PER,Card,322.07,100,23,0,App
2025-06-23,PER,P2P,602.7,23,10,0,App
2025-06-12,PER,Card,953.94,92,30,0,App
2025-06-18,PER,Card,1865.76,95,40,0,App
2025-06-02,PER,P2P,345.8,28,15,0,App
2025-06-07,PER,Card,1606.19,81,34,0,QR
2025-06-21,PER,Card,1435.04,120,31,0,QR
2025-06-02,PER,QR,330.84,45,17,0,App
2025-06-26,PER,Card,1381.76,124,23,0,App
2025-06-05,PER,P2P,365.43,12,7,0,App
2025-06-02,PER,Card,233.47,124,39,0,App
2025-06-04,PER,Card,1582.31,107,40,0,App
2025-06-01,PER,TopUp,20.34,0,0,1,App
2025-06-10,PER,Card,1884.46,130,35,0,QR
2025-06-17,PER,Card,1788.14,93,26,0,App
2025-06-10,PER,Card,1471.7,107,24,0,App
2025-06-03,PER,Card,767.14,127,32,0,Web
2025-06-04,PER,P2P,852.53,24,10,0,App
2025-06-14,PER,QR,391.88,59,19,0,Web
2025-06-28,PER,QR,418.98,72,20,0,Web
2025-06-26,PER,QR,263.67,56,22,0,App
2025-06-18,PER,Card,1300.3,140,37,0,App
2025-06-24,PER,Card,1211.89,89,34,0,App
2025-06-03,PER,QR,370.92,53,20,0,App
2025-06-19,PER,P2P,311.22,12,7,0,App
2025-06-11,PER,Card,790.7,117,20,0,QR
2025-06-20,PER,Card,208.88,97,31,0,QR
2025-06-18,PER,P2P,800.32,18,13,0,App
2025-06-28,PER,TopUp,23.11,0,0,1,App
2025-06-20,PER,QR,282.85,89,16,0,App
2025-06-15,PER,TopUp,15.89,0,0,2,App
2025-06-15,PER,Card,549.77,136,34,0,App
2025-06-17,PER,TopUp,25.79,0,0,1,App
2025-06-20,PER,Card,1167.66,134,24,0,App
2025-06-21,PER,Card,1953.01,108,31,0,App
2025-06-24,PER,QR,245.86,52,15,0,QR
2025-06-25,PER,Card,1270.61,131,29,0,App
2025-06-22,PER,Card,1685.35,89,29,0,App
2025-06-07,PER,QR,151.49,68,28,0,App
2025-06-21,PER,Card,1435.9,94,20,0,App
2025-06-18,PER,P2P,929.95,28,9,0,App
2025-06-07,PER,QR,325.9,61,28,0,App
2025-06-09,PER,Card,1065.42,130,39,0,App
2025-06-02,PER,Card,1206.21,120,36,0,App
2025-06-06,PER,TopUp,36.61,0,0,1,QR
2025-06-20,PER,P2P,705.52,29,10,0,App
2025-06-07,PER,Loan,22319.45,965,116,0,App
2025-06-05,PER,Card,1121.69,91,22,0,Web
2025-06-20,PER,P2P,862.45,30,13,0,App
2025-06-05,PER,Card,912.91,103,28,0,App
2025-06-16,PER,Card,1738.48,94,28,0,App
2025-06-07,PER,Card,521.77,127,26,0,Web
2025-06-19,PER,QR,458.68,76,29,0,App
2025-06-04,PER,QR,135.05,79,19,0,App
2025-06-03,PER,TopUp,39.0,0,0,1,Web
2025-06-27,PER,Card,840.54,118,38,0,App
2025-06-16,PER,QR,161.49,60,20,0,App
2025-06-14,PER,QR,357.94,54,17,0,App
2025-06-09,PER,Loan,14337.99,543,135,0,Web
2025-06-20,PER,QR,426.05,46,18,0,App
2025-06-12,PER,TopUp,36.79,0,0,1,App
2025-06-13,PER,QR,424.58,80,25,0,App
2025-06-07,PER,QR,56.94,58,19,0,Web
2025-06-03,PER,Card,1676.86,116,20,0,App
2025-06-07,PER,Card,1158.27,97,29,0,App
2025-06-27,PER,P2P,422.85,13,11,0,App
2025-06-19,PER,Loan,16623.07,589,124,0,App
2025-06-23,PER,Card,1717.73,140,24,0,App
2025-06-02,PER,Card,245.64,113,36,0,App
2025-06-13,PER,Card,272.66,106,25,0,App
2025-06-18,PER,Loan,93373.38,661,108,0,App
2025-06-23,PER,TopUp,29.57,0,0,1,QR
2025-06-25,PER,P2P,228.74,22,11,0,App
2025-06-09,PER,QR,168.09,54,27,0,App
2025-06-07,PER,TopUp,12.74,0,0,1,Web
2025-06-18,PER,TopUp,16.55,0,0,1,App
2025-06-07,PER,TopUp,38.91,0,0,2,POS
2025-06-17,PER,P2P,809.15,12,15,0,App
2025-06-28,PER,Card,1622.87,121,23,0,App
2025-06-14,PER,TopUp,46.22,0,0,2,App
2025-06-15,PER,TopUp,12.64,0,0,1,Web
2025-06-26,PER,QR,86.83,69,29,0,App
2025-06-05,PER,P2P,291.07,18,8,0,App
2025-06-19,PER,P2P,458.28,11,5,0,Web
2025-06-06,PER,QR,254.4,74,20,0,QR
2025-06-04,PER,TopUp,16.12,0,0,2,Web
2025-06-01,PER,Loan,81225.16,686,114,0,App
2025-06-18,PER,TopUp,23.11,0,0,2,App
2025-06-23,PER,QR,154.09,84,16,0,Web
2025-06-04,PER,QR,372.13,69,21,0,App
2025-06-28,PER,TopUp,48.94,0,0,2,Web
2025-06-28,PER,QR,361.29,73,19,0,POS
2025-06-04,PER,P2P,202.48,22,10,0,App
2025-06-06,PER,Card,516.69,117,24,0,App
2025-06-14,PER,Card,809.2,95,20,0,App
2025-06-01,PER,P2P,159.12,15,9,0,POS
2025-06-08,PER,QR,157.2,45,29,0,Web
2025-06-18,PER,QR,107.04,65,18,0,App
2025-06-26,PER,TopUp,43.27,0,0,1,Web
2025-06-04,PER,QR,423.86,90,26,0,App
2025-06-12,PER,Card,849.79,95,24,0,App
2025-06-07,PER,QR,351.71,68,19,0,Web
2025-06-11,PER,Card,1691.12,102,36,0,App
2025-06-10,PER,QR,277.7,59,30,0,App
2025-06-11,PER,Card,793.71,147,22,0,App
2025-06-08,PER,Card,948.92,108,38,0,QR
2025-06-16,PER,Card,1775.7,143,21,0,App
2025-06-07,PER,Card,211.92,131,38,0,Web
2025-06-19,PER,Card,1868.5,134,24,0,App
2025-06-01,PER,Card,1674.49,147,39,0,App
2025-06-22,PER,Card,692.0,89,20,0,App
2025-06-05,PER,Card,761.65,95,24,0,App
2025-06-28,PER,Loan,25196.59,723,132,0,POS
2025-06-03,PER,QR,163.41,74,20,0,Web
2025-06-18,PER,QR,233.29,76,23,0,App
2025-06-25,PER,QR,442.44,66,23,0,App
2025-06-08,PER,P2P,296.36,13,9,0,App
2025-06-01,PER,TopUp,6.66,0,0,1,App
2025-06-19,PER,QR,366.46,45,30,0,App
2025-06-16,PER,Card,1589.79,124,38,0,App
2025-06-23,PER,Card,448.41,85,27,0,App
2025-06-24,PER,P2P,344.87,23,11,0,QR
2025-06-24,PER,QR,217.65,44,29,0,App
2025-06-08,PER,Card,884.08,114,29,0,App
2025-06-18,PER,Card,1809.0,83,21,0,App
2025-06-01,PER,Card,1577.13,80,24,0,App
2025-06-23,PER,QR,131.11,88,26,0,App
2025-06-15,PER,Card,1579.39,115,25,0,App
2025-06-02,PER,P2P,641.33,15,7,0,QR
2025-06-01,PER,QR,278.12,63,20,0,Web
2025-06-24,PER,Card,342.12,133,36,0,App
2025-06-16,PER,QR,111.17,61,23,0,App
2025-06-22,PER,Card,1061.64,98,28,0,App
2025-06-03,PER,QR,275.04,41,22,0,QR
2025-06-19,PER,TopUp,8.54,0,0,2,POS
2025-06-27,PER,Card,910.89,103,30,0,QR
2025-06-14,PER,TopUp,44.27,0,0,2,QR
2025-06-09,PER,TopUp,15.6,0,0,2,App
2025-06-16,PER,Card,261.52,137,31,0,App
2025-06-07,PER,QR,71.94,40,29,0,App
2025-06-27,PER,QR,70.58,80,22,0,App
2025-06-07,PER,Card,1753.95,114,31,0,App
2025-06-07,PER,QR,346.89,57,28,0,QR
2025-06-01,PER,TopUp,6.32,0,0,2,Web
2025-06-28,PER,Card,893.8,140,32,0,App
2025-06-07,PER,Card,460.32,106,24,0,QR
2025-06-27,PER,QR,414.12,63,23,0,Web
2025-06-09,PER,P2P,100.03,11,7,0,QR
2025-06-11,PER,P2P,226.07,17,12,0,App
2025-06-13,PER,P2P,716.85,17,10,0,App
2025-06-25,PER,P2P,331.32,24,6,0,API
2025-06-26,PER,P2P,201.07,21,13,0,App
2025-06-12,PER,Card,1319.0,131,38,0,App
2025-06-06,PER,Loan,93861.73,725,85,0,Web
2025-06-26,PER,QR,357.61,76,17,0,Web
2025-06-06,PER,QR,499.74,53,27,0,POS
2025-06-05,PER,Card,1052.45,120,27,0,App
2025-06-20,PER,Card,1528.27,142,22,0,App
2025-06-12,PER,Loan,44507.76,777,125,0,Referral
2025-06-11,PER,Card,910.59,136,36,0,App
2025-06-21,PER,Card,1414.31,82,33,0,Web
2025-06-17,PER,P2P,944.55,16,6,0,App
